"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.825334784012903,0.176727284311661,"Hunter",0.506968541091805
"2","competitor","C-2",0.226146202311015,0.875784467872083,"Hunter",0.744382775399048
