"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.655787494012903,0.196926754311661,"Hunter",0.315534090461394
"2","competitor","C-2",0.328816742311015,0.742921137872083,"Hunter",2.52677079967745
