"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.836351704012903,0.406944614311661,"Hunter",1.60117706034297
"2","competitor","C-2",0.341561352311015,0.694826637872082,"Hunter",2.65842795330351
