"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.237993314012903,0.213573464311661,"Hunter",4.94586860435391
"2","competitor","C-2",0.242217192311015,0.739088847872083,"Hunter",2.0137723801713
