"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.718995944012903,0.425785684311661,"Hunter",1.54290141948861
"2","competitor","C-2",0.499228532311015,0.788047467872082,"Hunter",0.957121707138043
