"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.721552914012903,0.293924734311661,"Hunter",2.1925797857946
"2","competitor","C-2",0.333839652311015,0.824111417872083,"Hunter",6.13264395044782
