"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.769039124012903,0.219779114311661,"Hunter",3.69665495861991
"2","competitor","C-2",0.226003932311015,0.780010427872083,"Hunter",3.12376009547788
