"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.754478964012903,0.361080584311661,"Hunter",0.907730446045195
"2","competitor","C-2",0.237414332311015,0.895501837872083,"Hunter",4.43608154238511
