"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.754491124012903,0.304512044311661,"Hunter",4.71260396643687
"2","competitor","C-2",0.221982152311015,0.841078977872083,"Hunter",4.43608154238511
