"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.754503284012903,0.247943504311661,"Hunter",4.71260396643687
"2","competitor","C-2",0.277910902311015,0.832595197872083,"Hunter",6.13264395044782
