"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.748362354012903,0.387323954311661,"Hunter",2.92261828369692
"2","competitor","C-2",0.391602872311015,0.733470677872082,"Hunter",0.542794081643653
