"","V1","V2"
"1",-0.331707441004473,-0.0783839354273867
"2",-0.360802744162494,-0.426214199297775
"3",-0.216324780591902,-0.225822670305874
"4",-0.0419349755357722,-0.116751629248291
"5",-0.0213713849604773,-0.210462322670658
"6",-0.0347171519372922,-0.190144156923276
"7",-0.184915071425012,-0.014044531338038
"8",-0.137837494850056,-0.767917268397707
"9",-0.920186349384008,-0.181802898546328
"10",-0.314299579376974,-0.340198023497257
"11",-0.14023706797675,-0.725576378452039
"12",-0.183780099784225,-0.586691846446337
"13",-0.193833081836372,-0.270832297243709
"14",-0.90212769092699,-0.170409846688143
"15",-0.695472609673683,-0.615162388751186
"16",-0.179201059977059,-0.180220972357711
"17",-0.381155561257296,-0.024268638231539
"18",-0.239597337924237,-0.479442713843428
"19",-0.029540034697645,-0.436682608540412
"20",-0.0655293296423152,-0.146653255217537
"21",-0.331854235527723,-0.424587570825097
"22",-0.0391697556272721,-0.31931539638679
"23",-0.373468078044931,-0.0432784872835118
"24",-0.608032157728111,-0.0572559271041468
"25",-0.365703457925225,-0.113075381885288
"26",-0.0550061949526504,-0.10238656713716
"27",-0.214382109857483,-0.208527592769534
"28",-0.264480121366187,-0.279851951588769
"29",-0.102449212061261,-0.378100739758726
"30",-0.181456743113414,-0.0180860950268795
"31",-0.0275586935506557,-0.50404886479911
"32",-0.629545415483029,-0.0951154926210468
"33",-0.00920427311775828,-0.373922361701951
"34",-0.0588230072664028,-0.157539113872118
"35",-0.686990110852636,-0.631007705839265
"36",-0.0267872388918732,-0.178765470970406
"37",-0.428091245823796,-0.014824975313621
"38",-0.893594017280461,-0.182737209451018
"39",-0.121239112512786,-0.311917252244976
"40",-0.000196732350802528,-0.308055290908722
"41",-0.275814690614131,-0.187195441774162
"42",-0.00805462544296435,-0.304719570527211
"43",-0.716379696768253,-0.103396942601336
"44",-0.735140447331231,-0.506304712291924
"45",-0.191347953824559,-0.0118385257328351
"46",-0.0749892486435739,-0.623935575592222
"47",-0.00319500885584816,-0.240373856085903
