"","V1","V2"
"1",-0.417358751220141,-0.127670916037313
"2",-0.256371068267148,-0.585022951088699
"3",-0.493382676458135,-0.435584890127243
"4",-0.149030761776992,-0.322554490994967
"5",-0.146373396991369,-0.472875340758629
"6",-0.0747635401747576,-0.419821365107045
"7",-0.34927658467485,-0.117437323558117
"8",-0.0286839786849621,-1.18767181379799
"9",-1.18050622178464,-0.0413186475614151
"10",-0.242832847431743,-0.487324199241258
"11",-0.0213829268182536,-1.12262486344407
"12",-0.0513808833508372,-0.896399127036475
"13",-0.457299920058018,-0.509162959455329
"14",-1.17089989914658,-0.0347206648367269
"15",-0.550636043697846,-0.698240993990279
"16",-0.43564080191593,-0.381895594652509
"17",-0.543486435682818,-0.0409763601267876
"18",-0.12098416777497,-0.716297058078396
"19",-0.00428712502332514,-0.769946781264172
"20",-0.112943631809577,-0.343353084173313
"21",-0.227281201753284,-0.596039928113585
"22",-0.176695909907538,-0.626484431111345
"23",-0.505887112396086,-0.0663401083587285
"24",-0.898995772670765,-0.0099613634174192
"25",-0.688868387810006,-0.210554147137868
"26",-0.192383870760084,-0.301567380365876
"27",-0.202249389939266,-0.352884867020164
"28",-0.564062467303214,-0.496878197808449
"29",-0.0399928151635241,-0.642880260761606
"30",-0.331644352706364,-0.122100741073719
"31",-0.0282555673590254,-0.874706979754809
"32",-0.807454744274903,-0.0326171553492962
"33",-0.0777085547966274,-0.706405854578468
"34",-0.226871830417676,-0.386711389159175
"35",-0.534448476235678,-0.723816832903064
"36",-0.156143648315822,-0.424842933646961
"37",-0.684938164657407,-0.0244325880607876
"38",-1.12326837147812,-0.048843630468957
"39",-0.334264991569039,-0.592807032647248
"40",-0.0498814174803379,-0.610373942120612
"41",-0.579258461560903,-0.356768080631804
"42",-0.0996300211118699,-0.610289323991548
"43",-0.944032061813584,-0.0144905738804503
"44",-0.646645163230022,-0.53185125627222
"45",-0.369466574688072,-0.113997186761513
"46",-0.0109419962544999,-1.01515067094628
"47",-0.0709073013404231,-0.513544061678248
"48",-0.513906951473395,-0.212305321517213
"49",-0.62564310930383,-0.0218098682419744
"50",-0.423360636533759,-0.232675309837197
"51",-0.302422997106265,-0.165219123656773
"52",-0.624263047442311,-0.0190272234852088
"53",-0.334178087270628,-0.181241352923793
"54",-0.0705454921831442,-0.435320572462421
"55",-0.0306886657777081,-0.951307027156408
"56",-0.0313679845806221,-0.69096723251435
"57",-0.468749669221795,-0.0752097827784214
"58",-0.0771812979585332,-0.417458711355023
"59",-0.0272077373429058,-1.06366755377789
"60",-0.535014235493304,-0.511879334830308
"61",-0.159270300392149,-0.484151408402364
"62",-0.25599334519147,-0.73140686712803
"63",-0.148764231535921,-0.355948096279154
"64",-0.897330008047442,-0.00625276033752142
"65",-0.320592043409918,-0.210535616465161
"66",-0.372748340964202,-0.0962249642536191
"67",-0.127923639481635,-0.660318292118497
"68",-0.0242717457131345,-1.12490789751493
"69",-0.267984668559096,-0.169166933809981
"70",-0.0745464150557905,-0.525727979147469
"71",-0.0359699934980229,-0.591684331824943
"72",-0.462872286287754,-0.0619710835732483
"73",-0.511260392418621,-0.565115606163434
"74",-0.00914555346637713,-0.692525719467202
"75",-1.05177115591684,-0.0267822035219944
"76",-0.381876703880991,-0.570902227919251
"77",-0.682703662027492,-0.471490058995886
"78",-0.0936456814113712,-0.710246501358926
"79",-0.272561659124063,-0.321580386023996
"80",-0.610344795661283,-0.0849363747410196
"81",-0.0402569905651598,-0.67310307656286
"82",-0.469732947500275,-0.148540831186042
"83",-0.341645328016129,-0.12772752799186
"84",-0.117118213538727,-0.378332347680977
"85",-0.305374558129588,-0.268276301063411
"86",-0.817808959891279,-0.0287193222580975
"87",-0.474188924123565,-0.0538822357608104
"88",-0.333888945864107,-0.18326917460141
"89",-0.490428981914328,-0.292698663534128
"90",-0.64907595227418,-0.676714149701035
"91",-0.0874901596905545,-0.806363909256789
"92",-0.0565400788431406,-1.3392062852484
"93",-0.751250894297522,-0.00376641858742195
"94",-1.15878077874583,-0.0259073207239329
"95",-0.0480218764498532,-0.5200608502371
"96",-0.0708728976528386,-0.468867328680026
"97",-0.677913132010808,-0.143964705407351
"98",-0.340335173002582,-0.23729030097122
"99",-0.0155903920649001,-0.895321468258261
"100",-0.0921155547175938,-0.689758122694587
"101",-0.109006477527145,-0.349352681276089
"102",-1.02339549817074,-0.0303748037244975
"103",-0.569119451165739,-0.12726859334538
"104",-0.76465823505275,-0.00881450851534024
"105",-0.627399295410376,-0.14267034616023
"106",-0.137100109895568,-0.310872724540092
"107",-0.527272650526693,-0.106803507782253
"108",-0.710902840117789,-0.0902362860449372
"109",-0.619176986072874,-0.10076761700791
"110",-0.0778440912072548,-0.539299808201481
"111",-0.0776120772222772,-0.563599810241254
