"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.780343054012903,0.322508074311661,"Hunter",3.51628681251122
"2","competitor","C-2",0.248317792311015,0.772597477872082,"Hunter",2.0398309932057
