"","V1","V2"
"1",-0.20240176390326,-0.118742887759008
"2",-0.252519168394156,-0.481504975972833
"3",-0.231081372855658,-0.157520508350491
"4",-0.0133114374142788,-0.0970322828348724
"5",-0.0316098521100773,-0.166193723778638
"6",-0.00450279039563104,-0.180794988801473
"7",-0.107597982370978,-0.0138294855214988
"8",-0.187657735207592,-0.734287914048127
"9",-0.717171277293778,-0.239261259484961
"10",-0.206831871871691,-0.390371168664041
"11",-0.173862935818827,-0.702493230787588
"12",-0.160841492281239,-0.597572882838547
"13",-0.222747842350593,-0.196426978728928
"14",-0.704075969681484,-0.223862160767946
"15",-0.531236492741547,-0.707863769268379
"16",-0.18405285800659,-0.120442911251307
"17",-0.250449588965685,-0.0545923019388922
"18",-0.175522997386431,-0.511685768116416
"19",-0.0468011872735019,-0.409653827195896
"20",-0.0169663613275054,-0.146660524224682
"21",-0.231252335402575,-0.475545613753715
"22",-0.0797390738829024,-0.256091646294708
"23",-0.239430271826258,-0.0797142519497665
"24",-0.469271678314304,-0.0739779381703366
"25",-0.323051831140941,-0.0707913839291587
"26",-0.0296400415468889,-0.0765450465432186
"27",-0.119525251519235,-0.243175813860635
"28",-0.289098376332963,-0.202780920054656
"29",-0.0689509740901536,-0.385087843620366
"30",-0.101102972964866,-0.0215933839473247
"31",-0.0738938218624704,-0.45688114152437
"32",-0.45425872710911,-0.148500092595917
"33",-0.0485861924529909,-0.321118750256746
"34",-0.059151408667699,-0.112806790790675
"35",-0.526834972822875,-0.72248478144331
"36",-0.0281064408693374,-0.138935897313495
"37",-0.315832513249251,-0.0213481874226014
"38",-0.687214771926837,-0.246429606458719
"39",-0.163968343275275,-0.236807497586363
"40",-0.0166347298757436,-0.27091019604831
"41",-0.272405110413973,-0.125460613394545
"42",-0.0365730218051715,-0.254813478187164
"43",-0.536966507889042,-0.152095009607718
"44",-0.549374723474894,-0.603248937702194
"45",-0.116593448949632,-0.00822864471214058
"46",-0.118264746918655,-0.587644753819978
"47",-0.00619018041265149,-0.20830004799572
"48",-0.322179192995851,-0.25561536918979
"49",-0.302384714672879,-0.058998312957773
"50",-0.258189518561904,-0.238127404065988
"51",-0.12024370512558,-0.0973534306038813
"52",-0.296665284893363,-0.0493000471169045
"53",-0.0947053062508427,-0.0198847219957321
"54",-0.0152319001536074,-0.208451694606058
"55",-0.152244729635769,-0.615585193346222
"56",-0.0754708165873113,-0.416710619546781
"57",-0.174349199147314,-0.000925304532267236
"58",-0.0139020558004492,-0.195072442372648
"59",-0.174524727108044,-0.684759096767418
"60",-0.273257011828284,-0.207660282593565
"61",-0.0403019696180566,-0.170973745119906
"62",-0.300342480703449,-0.601920991242708
"63",-0.0152927793836126,-0.108203724816153
"64",-0.470573810776812,-0.0773515246641467
"65",-0.161633378615908,-0.164286291669811
"66",-0.130194077533402,-0.0260113600074636
"67",-0.0617141028300955,-0.281989478212211
"68",-0.156607093192952,-0.668044748136996
"69",-0.0857644924038117,-0.0711488748805501
"70",-0.0639487566669935,-0.313744726150742
"71",-0.0443171964683128,-0.33278626839792
"72",-0.176862921413522,-0.00895239529824304
"73",-0.26907788677034,-0.236725674507502
"74",-0.0307887017661038,-0.358154043747772
"75",-0.621257521743783,-0.195865580899945
"76",-0.352404441641846,-0.529466776746802
"77",-0.555489190868713,-0.563130765967912
"78",-0.0567404708442806,-0.320062876826552
"79",-0.0745541274241819,-0.0785689477856587
"80",-0.260545639379752,-0.011656842860719
"81",-0.0798711365308523,-0.411518106750278
"82",-0.17309374084436,-0.0134345631129864
"83",-0.132805014575895,-0.0707282680550524
"84",-0.0462857220196041,-0.203944397756199
"85",-0.174885655647822,-0.217443959981762
"86",-0.404865862525473,-0.0454193958958575
"87",-0.192301096937001,-0.0236806818032882
"88",-0.159670498755688,-0.140618574561538
"89",-0.337175944922087,-0.325682842272276
"90",-0.60157175958869,-0.728427135896903
"91",-0.171440571067412,-0.559260154947149
"92",-0.24746171452157,-0.847922259314662
"93",-0.381673670619053,-0.0679619954102962
"94",-0.68360832394784,-0.197039324072835
"95",-0.00294957013052378,-0.22806217287161
"96",-0.000804542301731519,-0.188718650527142
"97",-0.308474562669664,-0.041103559021397
"98",-0.191124470828571,-0.203551176079113
"99",-0.118028422179862,-0.556326182930077
"100",-0.139457480647448,-0.470029133740519
"101",-0.0143444333554729,-0.147303492563635
"102",-0.605601523188554,-0.197902522205838
"103",-0.326311893939976,-0.186126914263449
"104",-0.40106205524582,-0.0906065299752547
"105",-0.274504620331314,-0.0317997879566265
"106",-0.0122298693350623,-0.105193214604809
"107",-0.207381034307641,-0.00653816822139986
"108",-0.327725662687121,-0.0299472501659241
"109",-0.266583098162206,-0.0168423603748325
"110",-0.0727504843462357,-0.329432108884446
"111",-0.0816095495923594,-0.35130119889156
"112",-0.00453004222444623,-0.133061250868359
"113",-0.0802930400462319,-0.420481456011261
"114",-0.434113264209448,-0.0631547366013993
"115",-0.145678999894817,-0.036177098368233
"116",-0.420257692398376,-0.0506354315870881
"117",-0.103680026101529,-0.0103510559443039
"118",-0.168048302139397,-0.00364961332148547
"119",-0.544472214056988,-0.754911999058673
"120",-0.174864738015036,-0.373120852923505
"121",-0.0567028516864166,-0.39196703859153
"122",-0.118631642215681,-0.216374297717001
"123",-0.160616849478752,-0.675908453192087
"124",-0.0428053364727299,-0.308971743262986
"125",-0.158780562864553,-0.00130687322584603
"126",-0.28424727526784,-0.0217696363881514
"127",-0.0275553023165986,-0.0693309579773188
"128",-0.481571508415191,-0.310959079534345
"129",-0.0083253567299513,-0.218719198703176
"130",-0.475366866952572,-0.329607684721514
"131",-0.45319036873776,-0.063226107585534
"132",-0.18765706722189,-0.101240915805608
"133",-0.00507697076472242,-0.129618065371633
"134",-0.0407462646047358,-0.179245456499107
"135",-0.392978396327402,-0.180759736915658
"136",-0.0978441503073272,-0.26231447617817
"137",-0.318983980929011,-0.385691187892726
