"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.822025544012903,0.464858254311661,"Hunter",5.13253345343127
"2","competitor","C-2",0.401983972311015,0.710095177872082,"Hunter",5.4046695326713
