"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.684839024012903,0.271916264311661,"Hunter",2.54611240606443
"2","competitor","C-2",0.252846512311015,0.949924697872083,"Hunter",3.18601655440072
