"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.782009364012903,0.318690134311661,"Hunter",0.448351048466524
"2","competitor","C-2",0.299458632311015,0.671678617872082,"Hunter",4.03868150290691
