"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.755933664012903,0.241949544311661,"Hunter",5.09138502181107
"2","competitor","C-2",0.392566252311015,0.740877257872082,"Hunter",6.18685452012421
