"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.629076924012903,0.245126114311661,"Hunter",4.66706529937431
"2","competitor","C-2",0.350128502311015,0.707149747872082,"Hunter",1.21103567073667
