"","V1","V2"
"1",-0.278362144942217,-0.0743224263692853
"2",-0.105786920022538,-0.462746769780088
"3",-0.594571658206212,-0.423548044512742
"4",-0.153866805765618,-0.259458802784163
"5",-0.208786755704976,-0.409327916374802
"6",-0.0630566017104944,-0.333943702849891
"7",-0.299018469617354,-0.0823102600517574
"8",-0.0957504255856729,-1.03688806267264
"9",-0.976932231601837,-0.0605571669727408
"10",-0.100428742469245,-0.376243075232822
"11",-0.0639771353023229,-0.971259615787464
"12",-0.0128478288621193,-0.749995183897167
"13",-0.575162599871076,-0.490045856827393
"14",-0.975998397831359,-0.0560212369287218
"15",-0.314025243890144,-0.571587299890715
"16",-0.518720736430566,-0.364454173658712
"17",-0.418956069185635,-0.0142294373111835
"18",-0.0285086271504624,-0.581627704943725
"19",-0.044271279101736,-0.653545561488739
"20",-0.0774363159015927,-0.263128625474808
"21",-0.0872907224408662,-0.472408945927675
"22",-0.28373652447661,-0.56208548465177
"23",-0.370350176343307,-0.0298756435971507
"24",-0.790842281837233,-0.0288096931034243
"25",-0.720523647385715,-0.224131269680733
"26",-0.208202678565906,-0.248329121484657
"27",-0.0899787448530336,-0.260059207536264
"28",-0.683708629038894,-0.490908671800542
"29",-0.0018173730957222,-0.522319164538062
"30",-0.274154443997626,-0.0826168604439997
"31",-0.114000634270165,-0.762283873228588
"32",-0.624600834994743,-0.018806864912385
"33",-0.168342189835817,-0.618478172215391
"34",-0.2847877143915,-0.339649151799963
"35",-0.30183352357118,-0.593820099291937
"36",-0.207152958109549,-0.364309250459491
"37",-0.606139049194642,-0.027044756856629
"38",-0.908486141370591,-0.0581178586007162
"39",-0.460443297861048,-0.553998627036127
"40",-0.104757374802027,-0.519877239317835
"41",-0.660967594903957,-0.356892046523291
"42",-0.18017443894965,-0.532141043815123
"43",-0.766111881545337,-0.0184842787071688
"44",-0.392310717187479,-0.428229364874141
"45",-0.325695409245548,-0.0831642562619269
"46",-0.0786058236839068,-0.880987931047685
"47",-0.111047935531775,-0.431531323436543
"48",-0.322373141590237,-0.14579412824465
"49",-0.494563359317018,-0.00403736022687557
"50",-0.251610564912765,-0.159804548897375
"51",-0.197836787189415,-0.105108611893093
"52",-0.500671394983152,-0.00346046551104821
"53",-0.330244684690517,-0.150448124161975
"54",-0.0425895806420927,-0.342883656383682
"55",-0.017247778078069,-0.803756489952162
"56",-0.000280801797084091,-0.566323040985959
"57",-0.41672106640189,-0.056789317822378
"58",-0.0489151755911423,-0.327541316895558
"59",-0.0382463414608958,-0.910523478204315
"60",-0.657375649766338,-0.50197199597754
"61",-0.228771696816061,-0.422723062681142
"62",-0.106339680940164,-0.593781770744014
"63",-0.170836615749886,-0.29400747741397
"64",-0.782130244651035,-0.0233830234702201
"65",-0.188529314203496,-0.139992167043994
"66",-0.295533594039912,-0.0584452630138286
"67",-0.228497037669286,-0.585359991463811
"68",-0.105414231304941,-0.984194416578556
"69",-0.188088699291141,-0.111756225426012
"70",-0.0155605569704833,-0.415581435472688
"71",-0.00738753555595968,-0.47877366109136
"72",-0.389905210901038,-0.0385825220368123
"73",-0.645148849648799,-0.550188194783223
"74",-0.0367167454586035,-0.58146364730587
"75",-0.857976670199423,-0.0365644802426917
"76",-0.191291718351403,-0.452485555243066
"77",-0.424427286160848,-0.37703736160586
"78",-0.191566779575575,-0.625606496145385
"79",-0.317965466313942,-0.282864740743382
"80",-0.580846404463733,-0.0867248351196474
"81",-0.000693028095718342,-0.548975259400212
"82",-0.468417162644986,-0.136356338780161
"83",-0.239405937454205,-0.076418205259817
"84",-0.0527601063895534,-0.286908648349579
"85",-0.165060980875121,-0.187709442007768
"86",-0.74129971028334,-0.0456321449327385
"87",-0.380813721909759,-0.0269518379293968
"88",-0.205314007233453,-0.117996562851422
"89",-0.291126122062503,-0.213009538530168
"90",-0.389870790723847,-0.556610371972267
"91",-0.0173872136074983,-0.664701586559436
"92",-0.14115217221351,-1.18009133973529
"93",-0.61759686296068,-0.000560638960896592
"94",-0.982135245742195,-0.0518704410569199
"95",-0.0690431530152771,-0.42967074567823
"96",-0.0927343177363545,-0.386580778798043
"97",-0.68089943249795,-0.15558316577425
"98",-0.193926510567493,-0.162061208503746
"99",-0.0128870346648643,-0.755067366419696
"100",-0.0150442424934098,-0.559071866066661
"101",-0.0773279559640179,-0.269123280111847
"102",-0.825512179952943,-0.0356350405588383
"103",-0.386394807602969,-0.0780888943069969
"104",-0.614084201799589,-0.00185041847915725
"105",-0.62996567255434,-0.148940198455317
"106",-0.121126039161644,-0.24203503654758
"107",-0.507249039355282,-0.100036534757259
"108",-0.684844651846725,-0.10309795349353
"109",-0.599567833098397,-0.104527998939914
"110",-0.0148069673862288,-0.426948174492953
"111",-0.0127318977937245,-0.44813360407382
"112",-0.126504007280957,-0.313176359803134
"113",-0.175597963196688,-0.748333328820269
"114",-0.73795715625603,-0.0195710232695154
"115",-0.440944142128581,-0.200686741367332
"116",-0.761894753803072,-0.0478647140207661
"117",-0.319050543775572,-0.104357369040786
"118",-0.394352688392958,-0.050128284707823
"119",-0.307610430702569,-0.626068661344624
"120",-0.0768639327780489,-0.380040176397862
"121",-0.129738014283056,-0.69233460896223
"122",-0.380545477766148,-0.517936557174324
"123",-0.109089976395273,-0.994907431131421
"124",-0.0111229588905754,-0.441952177842903
"125",-0.395339293767768,-0.0643084992103013
"126",-0.627736733289302,-0.10991461296828
"127",-0.192712032217205,-0.222772275804686
"128",-0.502732972546552,-0.136766313138056
"129",-0.0435350136616664,-0.375660822047149
"130",-0.478246808697911,-0.156846756538296
"131",-0.79557142755074,-0.0443456074233597
"132",-0.276137279051149,-0.0676835333473906
"133",-0.104167150864255,-0.282379473010187
"134",-0.226978043246567,-0.435143360873197
"135",-0.49000818855557,-0.0517214513051925
"136",-0.0599389530553557,-0.304312197898717
"137",-0.229594687996764,-0.292423032856533
"138",-0.306104825861452,-0.313441179685405
"139",-0.695191149748236,-0.458286362714054
"140",-0.0343561146641797,-0.597651070115682
"141",-0.465735158772578,-0.0793066645606926
"142",-0.170744877251441,-0.458109898707614
"143",-0.146872771025372,-0.369135144842073
"144",-0.353678962483286,-0.133937986235129
"145",-0.0391936139922307,-0.32606642955749
"146",-0.870531948561934,-0.0297312417034816
"147",-0.395294396964921,-0.668183140853063
"148",-0.07334749725911,-0.783826442067793
"149",-0.0272328172452665,-0.578962564341132
"150",-0.50188070906647,-0.386706372040068
