"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.744278344012903,0.349916254311661,"Hunter",0.177895358855753
"2","competitor","C-2",0.358087972311015,0.768762397872082,"Hunter",4.11795952350897
