"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.195371114012903,0.398342654311661,"Hunter",5.44167176113978
"2","competitor","C-2",0.0199723523110151,0.794068327872083,"Hunter",3.15996659598967
