"","V1","V2"
"1",-0.0968320899561565,-0.0634799036998501
"2",-0.0236455765430257,-0.419381180316905
"3",-0.891243715076173,-0.546796361497289
"4",-0.32179686129389,-0.315491592372373
"5",-0.51029622843748,-0.493474357545528
"6",-0.234524757470837,-0.372980653585146
"7",-0.288751330646095,-0.122160257448814
"8",-0.567590019787968,-1.08936440964347
"9",-0.513709205947058,-0.0462399350322638
"10",-0.0166659621195342,-0.341254209385304
"11",-0.480456258652493,-1.0114856624176
"12",-0.233199268034662,-0.752292099044169
"13",-0.923231879446588,-0.618730515121701
"14",-0.528998474759547,-0.0467677063484776
"15",-0.0415456316378481,-0.484250272864244
"16",-0.783527575975088,-0.476701260851812
"17",-0.222111607582931,-0.0208491437385354
"18",-0.103018925919837,-0.56198866412641
"19",-0.390764694041238,-0.706098779589829
"20",-0.183686484985694,-0.292672207032898
"21",-0.0320532907338937,-0.433720999147196
"22",-0.689698574259956,-0.667827204596406
"23",-0.165907017194025,-0.0273049833641872
"24",-0.548339089324244,-0.0612235780858291
"25",-0.810013899360456,-0.323185659386635
"26",-0.383420615423704,-0.313595031704312
"27",-0.0422941037404838,-0.246981674954308
"28",-1.01183606192908,-0.625587236628941
"29",-0.175712997456826,-0.534850982749003
"30",-0.255184284154014,-0.117217788471084
"31",-0.558724461347934,-0.838869281363785
"32",-0.269614887527849,-0.00180595777083717
"33",-0.579522140058289,-0.707000202415172
"34",-0.545767404294741,-0.428002622215642
"35",-0.0446831247630021,-0.507145092427951
"36",-0.476854982896468,-0.444025618700432
"37",-0.461021271144967,-0.0675614967742247
"38",-0.437650873592571,-0.0344151272803344
"39",-0.863711364705211,-0.67910426588533
"40",-0.438192857954763,-0.58983045566748
"41",-0.890477395144685,-0.475302855194811
"42",-0.550200478319031,-0.61951251719008
"43",-0.389928372646253,-0.0108375777592971
"44",-0.0368291924402258,-0.34114918335674
"45",-0.322528626547961,-0.127872959003321
"46",-0.521414076890517,-0.940227433646142
"47",-0.394987274565186,-0.497546967142526
"48",-0.0437924530681515,-0.104014962338571
"49",-0.266199344134348,-0.0109324006375997
"50",-0.0302792283141132,-0.125270306407136
"51",-0.108016295119733,-0.108540881708352
"52",-0.285536795220068,-0.0148932132285369
"53",-0.418857076464007,-0.214745786312096
"54",-0.18859371546909,-0.37138383565651
"55",-0.297550622838182,-0.817935644615356
"56",-0.197989606270939,-0.580748212622117
"57",-0.371806533669755,-0.102272379500608
