"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.247454694012903,0.279709204311661,"Hunter",0.106969522315684
"2","competitor","C-2",0.246716752311015,0.672431457872082,"Hunter",5.60341707493847
