"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.343002774012903,0.185961404311661,"Hunter",6.03692181045933
"2","competitor","C-2",0.253675652311015,0.747210997872082,"Hunter",1.73723607668427
