"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.178417164012903,0.227332574311661,"Hunter",3.88467093542859
"2","competitor","C-2",0.215402812311015,0.794039907872082,"Hunter",2.99482163393056
