"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.731031884012903,0.294168794311661,"Hunter",0.448351048466524
"2","competitor","C-2",0.334751052311015,0.715887727872082,"Hunter",4.03868150290691
