"","pointType","ID","xLocation","yLocation","competitorType","headingRadians"
"1","competitor","C-1",0.42413624255003,0.13620281202402,"Hunter",0.86005096514629
"2","competitor","C-2",0.840719499398791,0.970137724208989,"Hunter",3.30230558463703
